BioProject	llm_treatment	llm_study_setting	llm_named_pathogen	llm_named_host	llm_tissue	llm_kw_treatment_agree	llm_kw_setting_agree	llm_confidence	llm_rationale
PRJNA846583	single	lab	SCMV	Zea mays	Leaf	false	true	medium	While the keyword classifier suggested 'host_study', the declared infection with SCMV indicates this is a single-pathogen inoculation experiment, qualifying it as 'single'. The study clearly takes place in a controlled lab setting.
PRJNA1085275	surveillance	field		Solanum lycopersicum	fruit	true	true	high	The study involves field-collected samples from Solanum lycopersicum and indicates a multi-species co-infection based on the BioSample summary, aligning with the 'surveillance' classification. The keyword classifier output reinforces this classification.
PRJNA1147428	host_study	field		Triticum aestivum	Root	false	true	high	The project focuses on transcriptomic analysis of a wheat cultivar under varying iron conditions without mentioning any specific pathogens, leading to a classification as a host study. The samples are field-collected, aligning with the field study setting.
PRJNA1242805	host_study	lab	Ustilago maydis, Sporisorium reilianum	Zea mays	leaf	true	true	high	The study focuses on a host response to a hybrid of two pathogens in a controlled lab setting, fitting the 'host_study' treatment classification. The keywords confirm the host study context and lab environment.
PRJNA579047	host_study	field		Zea mays	ear leaf_1, ear leaf_3	true	true	high	The study focuses on the physiological and transcriptome changes in maize (Zea mays) during leaf senescence, indicating a host study rather than an experiment targeting a specific pathogen. The field setting aligns with the collection of samples from natural conditions with no indicated pathogen inoculation.
PRJNA738161	host_study	field		Secale cereale	Whole grains rye	true	true	high	The study focuses on the developmental aspects of winter rye grains without involving a specific pathogen, as indicated by the BioProject title and methods. The classification as a host study aligns with the keyword classifier output and the description of the study setting as field-based.
PRJNA1127845	single	field	Streptomyces sp. DLS2013	Solanum lycopersicum	Leaf	true	true	high	The treatment of tomato leaves with a specific pathogen (Streptomyces sp. DLS2013) in a field setting indicates a single-pathogen inoculation study, consistent with the keyword classifier output and the context of the provided information.
PRJEB88084	abiotic_stress	lab	Sclerotinia sclerotiorum	Arabidopsis thaliana		true	true	medium	The study focuses on the response of Arabidopsis thaliana to the fungal pathogen Sclerotinia sclerotiorum, suggesting the presence of a pathogen despite the classification output indicating abiotic stress. The study was conducted in a controlled lab setting, supporting the lab classification.
PRJNA1052939	abiotic_stress	field		foxtail millet	root	true	true	high	The study focuses on low potassium stress tolerance in foxtail millet, indicating an abiotic stress context without reference to any pathogens. The field study setting is supported by the geo-locational data.
PRJNA1036172	single	lab	Botrytis cinerea	Arabidopsis thaliana	leaves	false	true	medium	While the study focuses on the role of transcription factors in the plant's response to a specific pathogen (Botrytis cinerea), the keyword classifier indicates a 'single' treatment. However, the presence of multiple BioSamples suggests the study's broader scope may involve co-infections, which is somewhat at odds with the initial classification. The study setting aligns well with a lab environment due to controlled experimental conditions.
PRJNA1221348	single	lab	Puccinia triticina	Triticum aestivum	leaf	true	true	high	The study explicitly focuses on the response of the wheat variety ‘Lr29NIL’ to leaf rust infection, indicating a single-pathogen experimental setup in a controlled lab environment. The treatment classification aligns with the keyword classifier output.
PRJNA742853	single	lab	Botrytis elliptica	Lilium	leaves	true	true	high	The study focuses on the response of Lilium leaves to a single declared pathogen, Botrytis elliptica, in a controlled lab setting with inoculation. This aligns with the keyword classifier output indicating a single treatment and a lab study setting.
PRJNA1197544	single	lab	SsRXLR1 mutant strain	B. napus	leaves	true	true	high	The study is clearly a controlled lab experiment involving a single pathogen (SsRXLR1 mutant strain) and the host plant B. napus. The keyword output supporting 'single' treatment and 'lab' setting aligns with the provided details.
PRJNA541959	host_study	unclear		Zea mays		false	false	medium	The study focuses on gene expression in maize seeds without declared pathogens, indicating a host biology study. However, the unclear study setting prevents a definitive classification.
PRJNA957941	single	lab	sharp eyespot disease	Triticum aestivum	stem	false	true	medium	The study focuses on a single pathogen, sharp eyespot disease; however, the co-infection flag indicates multiple species present, which contradicts the single treatment classification. The study is conducted in a lab setting, aligning with the classifier output.
PRJNA641330	abiotic_stress	lab		Glycine max	root	true	true	high	The study focuses on the drought stress response in soybean, indicating abiotic stress as the treatment, and it is conducted in a controlled lab setting. No intentional pathogen involvement is reported in the project description.
PRJNA276444	single	lab	Botrytis cinerea	Arabidopsis thaliana	leaves	true	true	high	The study focuses on the interaction between Arabidopsis thaliana and a single pathogen, Botrytis cinerea, in a controlled lab environment. The keyword classifier output confirms the single treatment and lab study setting.
PRJNA1038810	surveillance	field	Fusarium verticillioides	Zea mays	root	false	true	medium	The treatment classification is 'surveillance' due to evidence of co-infection and no intentional single-pathogen inoculation being indicated. The study setting is confirmed as 'field' based on the sample source. However, the keyword output suggests a single treatment which does not align with the evidence of multi-species infection.
PRJEB13048	host_study	unclear	Fusarium graminearum, Ustilago maydis	Zea mays	silk	true	false	medium	The study focuses on the genetic response of maize silk to both pollen tube penetration and fungal invasion, indicating it's a host study. However, the study setting is ambiguous as it's not clearly described whether the samples were collected from the field or grown in a lab environment.
PRJNA289545	single	lab	Fusarium graminearum	Triticum aestivum	heads	true	true	high	The study focuses on the response of wheat heads to a single declared pathogen, Fusarium graminearum, in a controlled lab setting. The keyword classifier output aligns with this classification.
PRJNA1086208	abiotic_stress	lab		Arabidopsis thaliana	whole seedlings	false	true	high	The study focuses on the drought memory transcriptome of Arabidopsis thaliana, indicating an abiotic stress experiment rather than a single-pathogen treatment. The lab setting aligns with the controlled environment described.
PRJNA415716	host_study	lab	Zymoseptoria tritici	Triticum aestivum	leaf	true	true	high	The study focuses on the transcriptome analyses of Zymoseptoria tritici during its infection of wheat, indicating a controlled lab environment aimed at understanding host response rather than a multi-pathogen situation. The keywords align with the classification of a host study in a lab setting.
PRJNA564947	unclear	lab	Pea enation mosaic virus 2	Nicotiana benthamiana	true leaves	false	false	medium	The study focuses on the interaction of the Pea enation mosaic virus 2 with the host plant Nicotiana benthamiana in a lab setting, specifically looking at RNA decay pathways. While co-infection was indicated in the BioSample summary, the study does not suggest an intentional co-infection experiment, leading to uncertainty in treatment classification.
PRJNA1187339	host_study	field	F. nematophilum	Oryza sativa	root	false	true	medium	The study focuses on the effects of a single pathogen on the host plant and utilizes field-collected samples. However, the keyword classifier indicates a single treatment which does not align with co-infection data present in the BioSample summary.
PRJNA782344	single	lab	Fusarium spp.	Medicago sativa	root	true	true	high	The study focuses on a single declared pathogen (Fusarium) affecting a single host (Medicago sativa), conducted under controlled laboratory conditions, as indicated by the methods described in the experimental design.
PRJNA704993	host_study	lab		Arabidopsis thaliana	whole seedling	false	true	high	The study focuses on the transcriptional regulation of nucleotide metabolism in Arabidopsis seedlings without the intentional introduction of pathogens, indicating a host study. The controlled laboratory setting supports the classification of being in a lab environment.
PRJNA1158526	host_study	field	Aspergillus flavus	Arachis hypogaea	Seed	false	true	medium	The study focuses on the host plant's response to Aspergillus flavus infection, but the classification output suggests a single treatment that does not align with co-infection evidence. The setting is appropriately classified as field due to the geographical context and collection method.
PRJNA432224	host_study	lab		Linum usitatissimum	roots	false	true	high	The study focuses on plant responses and gene expression analysis without direct inoculation of a single declared pathogen, fitting the host study classification. The controlled lab setting is clear from the outlined methodology, which also supports this classification.
PRJNA1053863	surveillance	field	Tomato virus	Phaseolus vulgaris	leaf	false	true	high	The study is a survey of the tomato virome indicating it's not an intentional single-pathogen experiment. The classification agrees with the field setting as samples were collected from the field.
PRJNA739851	single	lab	V. dahliae	Arabidopsis thaliana	whole seedlings	true	true	high	The study involved a single treatment with Verticillium dahliae spores on Arabidopsis thaliana seedlings in a controlled lab setting. The classification aligns with the provided keyword classifier output and study details.
PRJEB75461	host_study	lab		Nicotiana tabacum		false	true	medium	The study does not focus on a co-infection or a single pathogen, as it primarily investigates the physiological response of the host tobacco plants, hence classifying it as a host study. The study setting is clearly a lab-based environment, which aligns with the keyword classifier output.
PRJNA1337710	host_study	field		Brassica rapa	Hypocotyl	false	true	high	The study focuses on the genomic assembly of Brassica rapa without declaring a specific pathogen, indicating it is more of a host biology study. The study setting is field-based due to the geographic location mentioned (China) and the nature of the research.
PRJNA209313	host_study	lab	Colletotrichum graminicola	Zea mays	leaves	false	true	medium	The study focuses on the host's defense response to a specific pathogen in a controlled lab setting, but the classification of treatment as 'single' is not supported by the co-infection flag indicating multi-species involvement. This suggests the study may not align with 'single' treatment designation.
PRJNA175602	host_study	unclear		Humulus lupulus	lupulin glands, cones, leaves	true	false	medium	The treatment was classified as 'host_study' due to the focus on transcriptome analysis of the hop plant without specific mention of pathogens, but the study setting is unclear since no explicit field or lab description is provided.
PRJNA782220	surveillance	field		Triticum aestivum	seeds	false	true	high	The study context suggests it is a field survey focusing on wheat genotypes rather than a single pathogen treatment, as indicated by the classification of multi-species co-infections. Additionally, the study setting aligns with field conditions.
PRJNA745969	host_study	field		Zea mays	self-pollinated Silk, unpollinated Silk	true	true	high	The study focuses on maize kernel and silk development without any declared pathogens, fitting the host biology category, while field experiments indicate a natural setting with no pathogen inoculations.
PRJNA1288663	surveillance	field		Solanum tuberosum	leaf	false	true	high	The study reflects a field survey context with evidence of multi-species co-infection, indicating it is not focused on a single pathogen. The classification aligns with the study setting of field samples, but conflicts with the treatment identified in the keyword classifier.
PRJNA799026	surveillance	field		Vitis vinifera	berry	false	true	high	The study evaluates grapevine varieties for wine production without intentional inoculation of any pathogens, thus aligning with field survey classification. The absence of a specified primary pathogen further supports the surveillance categorization.
PRJNA419281	single	field	Fusarium oxysporum	Lilium pumilum	bulb	true	true	high	The study aims to investigate the response of Lilium pumilum to a single pathogen, Fusarium oxysporum, and the RNA-seq is performed on infected bulbs, indicating a focused experimental approach aligned with the declared treatment and study setting.
PRJNA1154826	host_study	lab		Chinese cabbage	leaf	false	true	medium	The study focuses on gene expression analysis in a plant hybrid without explicit reference to a single pathogen, aligning with a host biology study. However, the keyword classifier marked it as a single-pathogen study, creating a discrepancy.
PRJNA1286949	host_study	lab		Triticum aestivum	Roots	false	true	medium	The study focuses on the response of wheat roots to treatment with ABA and nitrate and does not mention any pathogens, indicating it's more about host biology and abiotic stress response. The study is conducted in a controlled lab setting.
PRJNA1416783	single	field	Alternaria alternata	Prunus avium	Leaf	true	true	high	The study focuses on the resistance of sweet cherry to a specific pathogen, indicating a single pathogen treatment. The field setting is confirmed by the description of the sample collection from commercial orchards.
PRJNA780342	abiotic_stress	lab		Triticum aestivum	Root,Shoot	false	true	high	The study focuses on the nitrogen use efficiency trait under nitrogen stress, which classifies it as an abiotic stress study rather than a host study. However, the keyword classifier output indicates a host study, which does not align with the evidence of nitrogen stress being the primary focus.
PRJNA900685	surveillance	field		Glycine max	Flower bud	false	true	medium	The study focuses on transcriptome sequencing of flower buds in soybean, detected co-infections indicate the context of a field survey rather than a controlled experiment. The keyword classifier indicates 'single' treatment, but the presence of multiple BioSamples suggests a broader survey.
PRJNA1110567	surveillance	field			fresh leaves, stems	false	true	high	The study focuses on transcriptome sequencing across multiple species in a field setting, indicating a surveillance context rather than a controlled experiment. The presence of multi-species in BioSample suggests co-infections observed in a natural environment.
PRJNA1153365	host_study	field		Brassica napus	Silique	false	true	medium	The study focuses on the genetic and transcriptomic analysis of Brassica napus without specifically declaring a pathogen for inoculation. The RNA-Seq data is derived from field-collected samples, aligning with the classification of a host study and field study setting. However, the presence of co-infections flags indicates potential for pathogen presence, hence the medium confidence in treatment classification.
PRJNA1344429	surveillance	field		Solanum tuberosum	leaf2, leaf3, leaf4, leaf6, leaf7, leaf8	false	true	high	The co-infection flag indicates multiple species present, signifying a field survey context. This aligns with surveillance rather than a controlled single-pathogen experiment, which is why treatment classification deviates from the keyword classifier output.
PRJNA1200603	host_study	field	Sclerotinia sclerotiorum	Brassica napus	leaf	false	true	medium	The study investigates gene expression during Sclerotinia sclerotiorum infection in a natural field setting, thus it aligns more with a host study examining responses to a single pathogen, despite detecting evidence of multi-species co-infection.
PRJNA1253310	single	lab	tomato ringspot virus	Nicotiana benthamiana	leaf	true	true	high	The study focuses on the transcriptomic changes in plants infected with a single pathogen, the tomato ringspot virus, in a controlled lab setting. The output from the keyword classifier aligns with this classification, confirming a single treatment and lab study setting.
PRJNA1139870	surveillance	field		Triticum aestivum	stem bases	false	true	high	The study appears to survey field-collected samples for co-infections without a specific declared pathogen, aligning it with a surveillance classification. The treatment classification conflicts because the kw classifier indicates 'single' treatment, which does not reflect the presence of co-infection.
PRJNA1030186	host_study	lab		Solanum tuberosum	stem	false	true	medium	The study focuses on the effects of genetic modifications on potato plants and does not involve declared pathogens, indicating a host biology study rather than a treatment involving pathogens. The study setting is confirmed as lab-based, consistent with the controlled conditions described.
PRJNA757130	single	lab	Botrytis cinerea	Arabidopsis thaliana	Seedling	true	true	high	The treatment classification is based on the focus of the study on a single declared pathogen (Botrytis cinerea) and its interactions with the host (Arabidopsis thaliana) in a controlled lab setting. The presence of a single co-infection flag alongside multiple species among BioSamples indicates that the primary study is on the host-pathogen interaction in a laboratory context.
PRJNA979257	surveillance	field	Ustilago maydis	Zea mays	leaf	false	true	high	The study examines the interaction of Ustilago maydis with the host Zea mays in a natural context without specified inoculation, indicating a field survey rather than a single-pathogen experiment. The presence of multiple species co-infections also supports the classification of surveillance.
PRJEB80223	coinf_experiment	lab	beet mild yellowing virus	Beta vulgaris	leaves	false	true	high	The study focuses on plant responses to BMYV infection in the context of both pathogen exposure and resistance testing, indicating the investigation of co-infecting organisms. The study was conducted in a controlled lab setting.
PRJNA1460992	single	lab	Penicillium expansum	Pyrus spp.	fruit	true	true	high	The study involves a controlled laboratory experiment focused on the response of pear fruit to a single pathogen (P. expansum) inoculation. The keyword classifier outputs align with this classification, confirming the study's design.
PRJNA841838	abiotic_stress	field		Olea europaea	Root	true	true	high	The study focuses on salinity stress, categorizing it under abiotic stress, and it involves field observations of olive trees, confirming the field setting. No specific pathogen is declared in the study.
PRJNA711315	surveillance	field		Sorghum bicolor		false	true	high	The project examines co-infections in field-collected samples of Sorghum bicolor, indicating it's a field survey rather than a single-pathogen study. The treatment classification indicates multiple species, corroborating the surveillance classification.
PRJNA915033	abiotic_stress	field		Vitis vinifera	leaf	true	true	high	The study focuses on the influence of rootstock and environmental conditions on grapevine gene expression rather than specific pathogen interactions. The keyword classifier output supports this classification as 'abiotic_stress' and 'field' are appropriate for the context described.
PRJNA1348326	host_study	field		Solanum lycopersicum	Placenta	false	true	high	The study focuses on allele-specific expression in tomato hybrids, which relates to pure host biology rather than a specific pathogen response. The study setting is confirmed as field, as indicated by the keyword classifier output.
PRJNA596609	single	field	Fusarium graminearum	Avena sativa	Leaf	true	true	high	The study is focused on the host response to Fusarium graminearum infection in Avena sativa, collected from a field setting. The single treatment classification aligns with the description of infection by a specific pathogen.
PRJNA736844	abiotic_stress	field		Solanum lycopersicum	Fruit pericarp	false	true	high	The study primarily investigates the effects of chilling temperatures on cherry tomato fruit without intentional pathogen inoculation, fitting the abiotic stress classification. The study setting aligns with the field as it involves commercially grown fruit. However, the keyword classifier output suggests a single treatment which does not fully match the abiotic stress interpretation.
PRJNA1137117	single	field	Colletotrichum fructicola	Camellia oleifera	infected leave12, infected leave2, infected leave6	false	true	medium	The treatment is classified as 'single' based on the keyword classifier's output, although multi-species co-infections were flagged. The study setting is confirmed as 'field' due to the collected samples from natural infections in China.
PRJNA376551	surveillance	field	P. sojae	Glycine max	roots	false	true	high	The study is classified as surveillance due to indications of multi-species infections in a field setting. Although the keyword classifier suggests a single treatment, the co-infection flag indicates multiple species, reinforcing the surveillance classification.
PRJNA1203070	host_study	lab		Triticum aestivum	leaf	false	true	high	The study focuses on characterizing the PR1 genes in wheat without intentional pathogen infection, thus fitting into host biology (host_study) rather than treatment of a single declared pathogen. The study is conducted in a controlled lab setting, confirming the study_setting classification.
PRJNA1038947	coinf_experiment	lab	Fusarium verticillioides	Zea mays	stem	false	true	medium	The study involves a known pathogen and a specific host tissue, confirming the presence of multi-species infection despite being categorized with a single treatment. The study setting is clearly lab-based, aligning with the keyword classification.
PRJNA766185	abiotic_stress	field		Lilium pumilum	leaf	true	true	high	The project focuses on the transcriptome response of Lilium pumilum under salt stress, indicating an abiotic stress treatment. The study setting is field-based as the samples are collected from a natural location in China.
PRJNA953858	single	lab	Rhizoctonia solani	Oryza sativa	leaf sheath	true	true	high	The study focuses on the response of rice varieties to a specific pathogen, R. solani, in a controlled laboratory setting. The classification aligns with the keyword analysis, indicating a single-pathogen study.
PRJNA590671	host_study	field	Magnaporthe oryzae	Oryza sativa	leaf	false	true	medium	The study focuses on gene expression related to rice infected by Magnaporthe oryzae, indicating it is a host study, not strictly a single-pathogen experiment. The study setting agrees with field data collection protocol, as the samples are from field surveys in China.
PRJNA983310	abiotic_stress	lab		Zea mays	maize seed	true	true	high	The study focuses on the role of ZmEREB92 in maize seed germination and includes treatments that simulate abiotic stress conditions, such as cold treatment. The study is conducted in a controlled lab setting, aligning with the classified keywords.
PRJNA1367956	single	lab	Parastagonospora nodorum	Triticum aestivum	Leaf	true	true	high	The study involves the laboratory investigation of a single declared pathogen (Parastagonospora nodorum) on a single host (Triticum aestivum), indicating a single-pathogen treatment in a controlled setting.
PRJNA1255829	surveillance	field		Triticum aestivum	leaf	false	true	high	The study is classified as surveillance because it involves a field study focused on understanding temperature-responsive transcriptomic profiling without an intentional inoculation of a single pathogen. The keyword classifier indicates a 'single' treatment, but the co-infection flag shows multiple species, supporting the surveillance classification.
PRJNA437780	host_study	field		Oryza sativa	root	false	true	medium	The study investigates the response of rice seedlings to melatonin without a declared pathogen, focusing on the plant's biology. The field setting is supported by the description and geo-location data from China.
PRJDB39205	single	unclear	Botrytis cinerea	eggplant		true	false	medium	The treatment is agreed upon as 'single' since the project focuses on a single declared pathogen, Botrytis cinerea. However, the study setting is marked as 'unclear' due to the lack of specific information about whether samples were collected from the field or experimentally treated in the lab.
PRJNA700696	coinf_experiment	mixed	Fusarium graminearum, Magnaporthe oryzae	Brachypodium distachyon	Leaf, Spikelet	false	false	medium	The study explicitly involves the infection of Brachypodium by multiple pathogens, indicating a co-infection setup. However, the keyword classifier suggests a single treatment, resulting in a discrepancy regarding treatment classification. The study setting includes time stages, hinting at both laboratory and field elements but lacks clarity on field collection methods, hence classified as mixed.
PRJEB77278	abiotic_stress	unclear				true	false	high	The study focuses on cold stress responses in perennial ryegrass, which aligns with the abiotic stress treatment classification. However, the study setting is unclear due to insufficient information about whether the samples were field-collected or from a controlled environment.
PRJNA1347427	abiotic_stress	lab		Zea mays	root	false	true	high	The study investigates the response of maize roots to chromium treatment without intentional pathogen involvement, justifying a classification of abiotic stress. The study setting is confirmed as lab based on the controlled growth conditions.
PRJNA1191001	surveillance	field		Medicago sativa	Leaf	false	true	high	The study involves field-collected samples of alfalfa (Medicago sativa) to assess the genetic responses to a pathobiome in a natural setting, indicating it is a field survey rather than an intentional single-pathogen experiment. The absence of a declared pathogen reinforces the classification as surveillance.
PRJEB55781	coinf_experiment	lab	Fusarium graminearum	Triticum durum		false	true	medium	The study examines the interaction between a yeast and a fungal pathogen on durum wheat, indicating a co-infection scenario. However, the keyword classifier indicated 'host_study,' which does not align with this interpretation of the treatment as it involves intentional pathogen inoculation.
PRJNA553311	host_study	field		Triticum aestivum	root	false	true	medium	The BioProject focuses on the transcriptome of wheat in relation to ploidy changes and domestication, indicating a pure host biology study context rather than an intentional pathogen study. However, there is evidence of multi-species co-infection flagged in the BioSample summary, which introduces ambiguity.
PRJNA1299083	surveillance	field		Oryza sativa	sheath	false	true	high	The co-infection flag indicates multiple species are detected, suggesting the experiment is a field survey rather than an intentional single-pathogen study. The classification aligns with the field setting as well as the named host.
PRJNA1103823	single	field	Puccinia striiformis f. sp. tritici	Triticum aestivum	vegetative tissue	true	true	high	The BioProject focuses on the resistance gene YR86 in the wheat cultivar, indicating a study of the interaction between a single host and a single pathogen, specifically in a field setting. This aligns with the keyword classifier output.
PRJNA784537	host_study	field	Sugarcane mosaic virus	Zea mays	Leaf	false	true	medium	The study primarily focuses on analyzing resistance responses in maize against Sugarcane mosaic virus, which indicates a host study context rather than a single pathogen investigation. The field setting aligns with the keyword classifier output, but the treatment classification does not match due to the emphasis on host response rather than direct single-pathogen inoculation.
PRJNA991318	single	lab	Potato virus Y	Nicotiana benthamiana	root,stem,leaf	false	true	high	The study specifically focuses on the effects of a single pathogen, PVY, in a controlled lab environment, indicating a single-pathogen investigation. However, the keyword classifier labeled it as abiotic_stress due to possible broad interpretation of experimental conditions.
PRJNA1426573	single	lab	Puccinia striiformis f. sp. tritici	Triticum aestivum	Wheat1,Wheat2,Wheat3	true	true	high	The study focuses on the interaction between a single pathogen, Puccinia striiformis, and the wheat host in a controlled lab setting, aligning with the keywords provided. The presence of three wheat bio-samples further supports the specificity of the experiment.
PRJDB12449	host_study	lab	Colletotrichum tofieldiae	Arabidopsis thaliana		false	true	medium	The study focuses on analyzing the transcriptome during root colonization by pathogenic and beneficial strains of Colletotrichum tofieldiae, indicating more of a host study rather than a single-pathogen treatment. The study is conducted in a controlled lab setting as indicated by the method excerpt.
PRJNA1274172	surveillance	field		Citrus reticulata	pulp	false	true	high	The study context indicates it is a field survey as it analyzes RNA-seq data for unreported co-infections without a single declared pathogen. The keyword classifier output aligns with the study setting being field-based.
PRJNA231064	host_study	unclear		Arabidopsis thaliana		true	false	medium	The treatment is classified as a host study based on the focus on plant immunity and responses without direct mention of a pathogen. The study setting is unclear because there is no specific indication of whether samples were collected from the field or under controlled conditions.
PRJNA681568	host_study	field	Fusarium graminearum	Triticum aestivum	Spike	false	true	medium	Although the study examines the response to Fusarium graminearum, it primarily focuses on understanding host mechanisms rather than a single pathogen experiment context, aligning more with a host study. The setting is confirmed as field-based from the GeoLocation and methods description.
PRJNA1006160	host_study	lab	Phytophthora sansomeana	Glycine max	stem	true	true	high	The study focuses on the soybean's response to the pathogen Phytophthora sansomeana, using controlled lab conditions and specific tissue sampling, aligning with the keywords identified in the classifier output.
PRJNA477791	single	field	Alternaria alternata	Ziziphus jujuba	green ring	true	true	high	The study focuses on the host response of Ziziphus jujuba to the specific pathogen Alternaria alternata, classified as a single treatment. The samples were collected from a field setting which aligns with the field study setting categorization.
PRJDB39299	unclear	unclear		Panax notoginseng	roots	false	false	medium	The treatment is classified as unclear due to contradictory information on the co-infection flag indicating multi-species presence. The study setting is also unclear because there is no explicit description of the experimental context. The presence of a specific pathogen is not mentioned.
PRJNA1222764	coinf_experiment	field	Monilinia spp.	Prunus domestica	Fruit pulp	true	true	high	The study involves examining the response of healthy and wounded plum fruit to the Monilinia spp. pathogen, indicating it is a co-infection context. The samples are field-collected, consistent with the field study setting classification.
PRJNA418121	single	lab	Sclerotinia sclerotiorum	Arabidopsis thaliana		true	true	high	The study focuses on Arabidopsis thaliana responses to the single pathogen Sclerotinia sclerotiorum in a controlled laboratory setting, which aligns with the keyword classifier output.
PRJNA729587	surveillance	field		melon	fruit	false	true	high	The study involves RNA-seq data from field-collected samples of melon that indicate multiple co-infections, aligning with the surveillance classification. The treatment identified as 'single' conflicts with the evident co-infection findings.
PRJNA916485	single	lab	Verticillium dahliae	Gossypium hirsutum	root	true	true	high	This study focuses on the defense response of cotton against a single declared pathogen, Verticillium dahliae, and was conducted in a controlled lab setting. The classification aligns with both the treatment and study setting keywords provided.
PRJNA1312333	host_study	field		Zea mays	Roots	false	true	medium	The study focuses on the host plant's response to environmental factors rather than directly inoculating with a single pathogen, leading to a classification of host_study. The study setting is correctly identified as field based on the geographic location and context provided.
PRJNA473206	single	field	PSTVd	Nicotiana benthamiana	leaves	false	true	medium	The study focuses on RNA associated with a single pathogen (PSTVd), but the co-infection flag indicates multi-species detection that suggests the presence of other pathogens. While the study is set in a field context, the treatment classification as 'single' does not match the multi-species detection.
PRJNA892450	abiotic_stress	lab		Ipomoea batatas	leaves, tuberous roots	true	false	medium	The study focuses on the effects of abiotic stresses (heat and drought) on sweetpotato, indicating an abiotic stress treatment. The study is derived from controlled experiments, but the exact lab setting is described as 'unclear' in the keyword classifier output.
PRJEB35943	abiotic_stress	lab		Zea mays subsp. mays	embryo, endosperm, anther, ear, leaf tip, leaf, leaf base, shoot, root	true	true	high	The treatment is classified as abiotic stress due to the description of various stress conditions applied to the maize plants. The study setting is lab-based, consistent with controlled growth conditions and experimental treatments.
PRJNA1043684	host_study	field		Arabidopsis thaliana	leaf	false	true	medium	While the study involves the examination of pathogen effectors in plants, it primarily focuses on host biology and the dynamics of plasmodesmata rather than experimental infections with declared pathogens. The field setting is confirmed, but the treatment classification does not align with the keyword classifier output, as the study does not involve a single specified pathogen.
PRJNA1136561	surveillance	field		Zea mays		false	true	medium	The study appears to focus on analyzing the effects of biogas slurry topdressing on maize leaf senescence in a natural field setting, suggesting a field survey context rather than an intentional co-infection experiment. However, the presence of multi-species co-infection raises some ambiguity about the specific treatment aim.
PRJNA956666	single	lab	unclear	Zea mays	stem	false	true	medium	The study focuses on a single pathogen inoculation but also indicates evidence of multi-species infections, leading to a mismatch in the treatment classification. The controlled laboratory setting is consistent with the keyword classification.
PRJNA819211	surveillance	field		Oryza sativa	leaf	false	true	high	The co-infection flag indicates a multi-species presence without intentional inoculation, classifying it as a field survey. The study is based on natural conditions, supporting the designation of 'surveillance' despite the keyword classifiers suggesting 'single' treatment.
PRJNA575568	coinf_experiment	field	Bacillus altitudinis WR10	Triticum aestivum	root	false	true	medium	The study involves exploring the effects of Bacillus altitudinis WR10 on wheat under Cu stress, indicating intentional co-infection; however, the keyword classifier suggests a single treatment which conflicts with this interpretation. The study setting is validated as field-based due to geographic information.
PRJNA1018308	coinf_experiment	lab		Zea mays	Primary root	false	true	medium	The study involves a survey of root microbiomes and transcriptomes, indicating potential co-infections. However, the keyword classifier flagged it as 'single', which does not align with the co-infection evidence mentioned in the BioSample summary.
PRJNA1346439	surveillance	field	bean yellow mosaic virus	Phaseolus vulgaris	Leaf	false	true	high	The BioProject focuses on detecting the presence of a pathogen in symptomatic plants without intentional inoculation, aligning with a surveillance study. The study setting is correctly classified as field based on the collection of samples in a natural environment.
PRJNA1181513	single	lab	Magnaporthe oryzae	Oryza sativa	leaf	true	true	high	The study focuses on the impact of a single pathogen, Magnaporthe oryzae, on rice transcripts in a controlled lab setting. Both the treatment and study setting keywords align with this classification, and the data indicates a single pathogen is being analyzed rather than a co-infection situation.
PRJNA749126	single	lab	Sclerotinia sclerotiorum	Brassica napus	leaf	true	true	high	The study focuses on the response of rapeseed leaf to a single fungal pathogen, Sclerotinia sclerotiorum, under controlled lab conditions. The classification aligns with the declared treatment and study setting provided in the keyword classifier output.
PRJNA550286	abiotic_stress	field		Brassica rapa	root	true	true	high	The study investigates how Brassica rapa roots respond to cold stress, which aligns with the abiotic stress treatment classification. The study setting is field-based as indicated by the geo-location in China.
PRJNA1101217	abiotic_stress	lab		Arabidopsis thaliana	whole seedling	true	true	high	The study focuses on the role of WHIRLY1 in seedling development and does not involve a declared pathogen, fitting the abiotic stress classification. Experimental conditions confirm it was conducted in a lab setting.
PRJNA869553	surveillance	field		Oryza sativa	leaf sheath	false	true	medium	The RNA-seq study identifies multiple co-infections and lacks a single declared pathogen, suggesting it is a field survey rather than a targeted treatment against a single pathogen. The study setting aligns with field conditions as indicated by the geo location of China.
PRJNA735336	single	lab	Fusarium verticillioides	Zea mays	ear	true	true	high	The study focuses on the interaction between maize and the single declared pathogen Fusarium verticillioides in a controlled lab setting, analyzing host responses. The keywords align with this classification, confirming the context of the study.
PRJNA1177454	single	lab	Botrytis cinerea	Solanum lycopersicum	leaves	true	true	high	The study focuses on the response of tomato cultivars to a single pathogen, Botrytis cinerea, in a controlled lab setting. The keyword classifier agrees with the assessment of treatment and study setting based on the provided abstract and methods excerpt.
PRJNA978633	single	lab	SCMV	Zea mays	leaves	true	true	high	The study focuses on the interaction between maize inbred lines and a single pathogen, SCMV, under controlled lab conditions. The classification of 'single' aligns with the explicit description of their inoculation experiments and the keyword classifier output.
