accession	organism_name	kingdom	busco_lineage	complete_pct	single_pct	duplicated_pct	fragmented_pct	missing_pct	n_markers	status
GCA_020570965.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.7	99.6	0.1	0.1	0.2	1706	pass
GCA_020570975.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020571265.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020571325.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020571815.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020571545.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020571575.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020571605.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020571885.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020571895.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020571965.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020572075.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020572205.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020572305.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.4	99.3	0.1	0.2	0.4	1706	pass
GCA_020572315.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020572395.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020572345.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020572635.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020572645.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020572675.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020572985.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020572945.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020572955.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020572995.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020573275.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020573285.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020573325.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020573315.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020573495.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020573595.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020573605.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020573625.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020573725.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020573765.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020573915.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020574055.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020574085.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020574145.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020574155.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020574115.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.4	99.3	0.1	0.2	0.4	1706	pass
GCA_020574265.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020574295.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020574345.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020574375.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.4	99.3	0.1	0.2	0.4	1706	pass
GCA_020574365.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.4	99.3	0.1	0.2	0.4	1706	pass
GCA_020574385.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020574405.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020574595.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020574615.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.3	99.2	0.1	0.2	0.5	1706	pass
GCA_020574725.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020574715.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020574755.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020575035.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020574825.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020574875.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020575105.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020575195.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020575285.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020575355.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020575375.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020575405.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020575445.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020575615.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020575485.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020575775.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020575955.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020575645.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020575975.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020575995.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.3	99.2	0.1	0.2	0.5	1706	pass
GCA_020576195.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020576185.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020576365.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020577795.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020577805.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020577855.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020577905.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020577915.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020578095.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020578075.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020578085.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020578105.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020578115.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020578205.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020578265.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020578295.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.4	99.3	0.1	0.2	0.4	1706	pass
GCA_020578585.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020578315.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020578445.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020578375.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020578515.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020578615.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020579815.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020579825.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020580075.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020579845.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020579835.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020579855.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020580115.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020580085.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020580145.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020580155.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020580305.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020580415.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020580425.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.1	0.4	1706	pass
GCA_020580655.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020580485.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020580665.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020580695.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020580725.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020580905.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020580775.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020581045.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020581155.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCF_016767815.1	Penicillium digitatum	fungal	ascomycota_odb10	99.2	99.1	0.1	0.4	0.4	1706	pass
GCA_020581165.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020581275.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCF_000315645.1	Penicillium digitatum	fungal	ascomycota_odb10	97.2	97.1	0.1	1.6	1.2	1706	pass
GCA_016767815.1	Penicillium digitatum	fungal	ascomycota_odb10	99.2	99.1	0.1	0.4	0.4	1706	pass
GCA_000315645.2	Penicillium digitatum	fungal	ascomycota_odb10	97.2	97.1	0.1	1.6	1.2	1706	pass
GCA_000146915.2	Parastagonospora nodorum	fungal	ascomycota_odb10	92.6	92.4	0.2	3.4	4.0	1706	pass
GCA_012295545.2	Penicillium digitatum	fungal	ascomycota_odb10	95.4	95.2	0.2	1.6	3.0	1706	pass
GCA_000315665.1	Penicillium digitatum	fungal	ascomycota_odb10	97.2	97.1	0.1	1.6	1.2	1706	pass
GCA_025201825.1	Phakopsora pachyrhizi	fungal	basidiomycota_odb10	89.7	75.3	14.4	2.6	7.7	1764	pass
GCA_022829055.1	Penicillium expansum	fungal	ascomycota_odb10	99.3	98.0	1.3	0.2	0.5	1706	pass
GCA_943846425.1	Phakopsora pachyrhizi	fungal	basidiomycota_odb10	91.1	76.0	15.1	1.8	7.1	1764	pass
GCF_022343315.1	Plenodomus lingam	fungal	ascomycota_odb10	98.1	97.9	0.2	0.9	1.0	1706	pass
GCA_022343315.1	Plenodomus lingam	fungal	ascomycota_odb10	98.1	97.9	0.2	0.9	1.0	1706	pass
GCF_000230375.1	Plenodomus lingam	fungal	ascomycota_odb10	94.3	94.1	0.2	2.4	3.3	1706	pass
GCA_000340215.1	Pseudocercospora fijiensis	fungal	ascomycota_odb10	98.3	98.2	0.1	0.7	1.0	1706	pass
GCF_000340215.1	Pseudocercospora fijiensis	fungal	ascomycota_odb10	98.3	98.2	0.1	0.7	1.0	1706	pass
GCA_000230375.1	Plenodomus lingam	fungal	ascomycota_odb10	94.9	94.7	0.2	2.4	2.7	1706	pass
GCF_000149925.1	Puccinia graminis	fungal	basidiomycota_odb10	91.7	83.0	8.7	2.0	6.3	1764	pass
GCA_000149925.1	Puccinia graminis	fungal	basidiomycota_odb10	91.7	83.0	8.7	2.0	6.3	1764	pass
GCF_021901695.1	Puccinia striiformis	fungal	basidiomycota_odb10	92.2	76.9	15.3	2.8	5.0	1764	pass
GCA_025169535.1	Puccinia striiformis	fungal	basidiomycota_odb10	95.3	87.9	7.4	1.4	3.3	1764	pass
GCA_014298035.1	Pseudocercospora fuligena	fungal	ascomycota_odb10	98.1	97.6	0.5	0.6	1.3	1706	pass
GCA_025169555.1	Puccinia striiformis	fungal	basidiomycota_odb10	95.0	86.6	8.4	1.4	3.6	1764	pass
GCA_002920065.1	Puccinia striiformis	fungal	basidiomycota_odb10	77.7	70.1	7.6	3.6	18.7	1764	pass
GCA_021901695.1	Puccinia striiformis	fungal	basidiomycota_odb10	92.2	76.9	15.3	2.8	5.0	1764	pass
GCA_021901655.1	Puccinia striiformis	fungal	basidiomycota_odb10	91.6	80.4	11.2	2.2	6.2	1764	pass
GCF_026914185.1	Puccinia triticina	fungal	basidiomycota_odb10	92.0	88.3	3.7	2.4	5.6	1764	pass
GCA_001191645.1	Puccinia striiformis	fungal	basidiomycota_odb10	94.8	85.0	9.8	1.6	3.6	1764	pass
GCA_008522505.1	Puccinia graminis	fungal	basidiomycota_odb10	95.0	8.4	86.6	1.8	3.2	1764	pass
GCA_026914185.2	Puccinia triticina	fungal	basidiomycota_odb10	94.3	89.9	4.4	1.5	4.2	1764	pass
GCA_026914245.1	Puccinia triticina	fungal	basidiomycota_odb10	91.7	88.2	3.5	2.4	5.9	1764	pass
GCA_000151525.2	Puccinia triticina	fungal	basidiomycota_odb10	92.9	83.6	9.3	2.8	4.3	1764	pass
GCA_026914185.1	Puccinia triticina	fungal	basidiomycota_odb10	92.0	88.3	3.7	2.4	5.6	1764	pass
GCA_977970225.1	Puccinia triticina	fungal	basidiomycota_odb10	94.5	90.4	4.1	1.9	3.6	1764	pass
GCA_977970215.1	Puccinia triticina	fungal	basidiomycota_odb10	94.6	90.3	4.3	1.6	3.8	1764	pass
GCA_900232045.3	Pyrenophora teres	fungal	ascomycota_odb10	99.0	98.8	0.2	0.4	0.6	1706	pass
GCA_006112615.1	Pyrenophora teres	fungal	ascomycota_odb10	95.5	95.4	0.1	1.8	2.7	1706	pass
GCF_000166005.1	Pyrenophora teres	fungal	ascomycota_odb10	97.5	97.0	0.5	1.1	1.4	1706	pass
GCA_000166005.1	Pyrenophora teres	fungal	ascomycota_odb10	97.5	97.0	0.5	1.1	1.4	1706	pass
GCA_900231935.2	Pyrenophora teres	fungal	ascomycota_odb10	97.9	97.7	0.2	0.8	1.3	1706	pass
GCA_031213615.1	Pyrenophora teres	fungal	ascomycota_odb10	86.5	86.4	0.1	8.0	5.5	1706	pass
GCA_003171545.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	91.3	91.1	0.2	4.5	4.2	1706	pass
GCF_003171515.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	90.4	90.0	0.4	4.5	5.1	1706	pass
GCA_022544795.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	96.7	96.5	0.2	1.5	1.8	1706	pass
GCA_022813025.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	99.0	98.2	0.8	0.5	0.5	1706	pass
GCA_022578365.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	96.8	96.6	0.2	1.3	1.9	1706	pass
GCA_022788405.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	91.3	91.1	0.2	4.4	4.3	1706	pass
GCF_000149985.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	95.3	95.1	0.2	1.5	3.2	1706	pass
GCA_022837075.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	90.8	86.1	4.7	4.9	4.3	1706	pass
GCA_022788415.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	91.2	91.0	0.2	4.4	4.4	1706	pass
GCA_022788515.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	91.3	91.1	0.2	4.3	4.4	1706	pass
GCA_022813065.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	99.2	98.4	0.8	0.5	0.3	1706	pass
GCA_003231425.2	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	98.7	98.4	0.3	0.8	0.5	1706	pass
GCA_003231415.2	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	90.6	90.0	0.6	4.2	5.2	1706	pass
GCA_022788425.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	90.7	90.5	0.2	5.0	4.3	1706	pass
GCA_003231325.2	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	90.2	89.9	0.3	5.0	4.8	1706	pass
GCA_022788435.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	91.1	90.9	0.2	4.3	4.6	1706	pass
GCA_022788445.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	91.0	90.8	0.2	4.7	4.3	1706	pass
GCA_022578395.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	97.2	97.0	0.2	1.2	1.6	1706	pass
GCA_022788505.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	90.8	90.7	0.1	4.8	4.4	1706	pass
GCA_022544805.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	97.0	96.8	0.2	1.3	1.7	1706	pass
GCA_055689495.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.8	94.9	3.9	0.5	0.7	1706	pass
GCA_003231345.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	94.6	94.3	0.3	1.9	3.5	1706	pass
GCA_003231355.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	94.9	94.7	0.2	1.5	3.6	1706	pass
GCA_025134795.1	Pyricularia oryzae	fungal	ascomycota_odb10	99.0	98.8	0.2	0.1	0.9	1706	pass
GCA_003231365.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	94.9	94.6	0.3	1.8	3.3	1706	pass
GCA_004346965.1	Pyricularia oryzae	fungal	ascomycota_odb10	97.4	97.0	0.4	0.2	2.4	1706	pass
GCA_000149985.1	Pyrenophora tritici-repentis	fungal	ascomycota_odb10	95.3	95.1	0.2	1.5	3.2	1706	pass
GCA_024703655.1	Pyricularia oryzae	fungal	ascomycota_odb10	99.0	92.4	6.6	0.3	0.7	1706	pass
GCA_024703685.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.8	92.6	6.2	0.4	0.8	1706	pass
GCF_000002495.2	Pyricularia oryzae	fungal	ascomycota_odb10	99.1	97.9	1.2	0.1	0.8	1706	pass
GCA_024703975.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.8	92.6	6.2	0.4	0.8	1706	pass
GCA_055689515.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.8	95.0	3.8	0.5	0.7	1706	pass
GCA_055689535.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.8	94.9	3.9	0.6	0.6	1706	pass
GCA_055689575.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.7	94.8	3.9	0.6	0.7	1706	pass
GCA_055689555.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.7	95.0	3.7	0.6	0.7	1706	pass
GCA_055689595.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.8	94.7	4.1	0.5	0.7	1706	pass
GCA_055689605.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.9	95.0	3.9	0.5	0.6	1706	pass
GCA_055689635.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.7	94.8	3.9	0.7	0.6	1706	pass
GCA_055697835.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.6	94.8	3.8	0.7	0.7	1706	pass
GCA_055697915.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.9	95.1	3.8	0.5	0.6	1706	pass
GCA_055697875.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.6	94.6	4.0	0.6	0.8	1706	pass
GCA_055697855.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.7	94.8	3.9	0.6	0.7	1706	pass
GCA_055697895.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.5	94.7	3.8	0.6	0.9	1706	pass
GCA_055697935.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.7	95.0	3.7	0.6	0.7	1706	pass
GCA_055697955.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.7	94.8	3.9	0.6	0.7	1706	pass
GCA_055697975.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.8	94.6	4.2	0.6	0.6	1706	pass
GCA_055774735.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.8	94.8	4.0	0.5	0.7	1706	pass
GCA_055697985.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.7	95.1	3.6	0.6	0.7	1706	pass
GCA_049355315.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.7	94.8	3.9	0.6	0.7	1706	pass
GCA_049355335.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.8	94.8	4.0	0.5	0.7	1706	pass
GCA_049355325.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.8	94.9	3.9	0.6	0.6	1706	pass
GCA_049355375.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.8	95.2	3.6	0.5	0.7	1706	pass
GCA_049355395.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.8	94.9	3.9	0.5	0.7	1706	pass
GCA_049355405.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.6	94.8	3.8	0.7	0.7	1706	pass
GCA_000002495.2	Pyricularia oryzae	fungal	ascomycota_odb10	99.1	97.9	1.2	0.1	0.8	1706	pass
GCA_025135345.1	Pyricularia oryzae	fungal	ascomycota_odb10	99.1	98.9	0.2	0.1	0.8	1706	pass
GCA_049355415.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.7	95.0	3.7	0.6	0.7	1706	pass
GCA_024703665.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.9	92.7	6.2	0.3	0.8	1706	pass
GCA_024704035.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.9	92.6	6.3	0.3	0.8	1706	pass
GCA_024704055.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.9	92.6	6.3	0.2	0.9	1706	pass
GCA_024704115.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.8	92.6	6.2	0.4	0.8	1706	pass
GCA_024704145.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.8	92.8	6.0	0.4	0.8	1706	pass
GCA_024704195.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.9	92.6	6.3	0.4	0.7	1706	pass
GCA_024704165.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.9	92.6	6.3	0.3	0.8	1706	pass
GCA_024704225.1	Pyricularia oryzae	fungal	ascomycota_odb10	99.0	92.7	6.3	0.3	0.7	1706	pass
GCA_024704235.1	Pyricularia oryzae	fungal	ascomycota_odb10	97.0	91.4	5.6	0.4	2.6	1706	pass
GCA_024704255.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.8	92.8	6.0	0.4	0.8	1706	pass
GCF_016906535.1	Rhizoctonia solani	fungal	basidiomycota_odb10	86.6	85.9	0.7	4.9	8.5	1764	pass
GCA_024704275.1	Pyricularia oryzae	fungal	ascomycota_odb10	98.7	92.7	6.0	0.3	1.0	1706	pass
GCA_000292585.1	Pyricularia oryzae	fungal	ascomycota_odb10	97.3	97.0	0.3	1.0	1.7	1706	pass
